token	rank
roger	2462
rex	2463
respond	2464
remain	2465
religion	2466
relationships	2467
recommend	2468
receive	2469
reaction	2470
rates	2471
rant	2472
rand	2473
quite	2474
qa	2475
purchases	2476
pulled	2477
pruitt	2478
provides	2479
prayers	2480
pledge	2481
plea	2482
pictures	2483
philadelphia	2484
peter	2485
period	2486
pentagon	2487
paying	2488
parade	2489
ok	2490
nursing	2491
nobel	2492
nick	2493
newly	2494
newborn	2495
navy	2496
natural	2497
monster	2498
mississippi	2499
minority	2500
minnesota	2501
migrants	2502
meyers	2503
memoir	2504
match	2505
los	2506
longtime	2507
linked	2508
led	2509
lamar	2510
jordan	2511
jersey	2512
ive	2513
italy	2514
intended	2515
inspires	2516
insane	2517
indian	2518
independence	2519
importance	2520
hunger	2521
humanity	2522
houses	2523
horrifying	2524
hole	2525
hide	2526
hed	2527
heartbreaking	2528
hates	2529
growth	2530
grateful	2531
grand	2532
grammy	2533
grace	2534
goodbye	2535
glad	2536
girlfriends	2537
garden	2538
fully	2539
freak	2540
frantically	2541
follow	2542
flavor	2543
finale	2544
filled	2545
fallon	2546
extremely	2547
expensive	2548
exercise	2549
execution	2550
eve	2551
endangered	2552
embarrassing	2553
earthquake	2554
dropped	2555
documents	2556
disorder	2557
dishes	2558
detail	2559
design	2560
defeat	2561
covers	2562
coverage	2563
cosby	2564
contest	2565
consumer	2566
considering	2567
connection	2568
confederate	2569
comfortable	2570
clip	2571
cleaning	2572
checks	2573
causing	2574
cats	2575
captures	2576
cannot	2577
brought	2578
bored	2579
bodies	2580
blast	2581
bikini	2582
bigger	2583
benefits	2584
benefit	2585
baltimore	2586
b	2587
attractive	2588
ass	2589
armed	2590
approval	2591
appear	2592
apology	2593
apart	2594
announcement	2595
ally	2596
afford	2597
affair	2598
ads	2599
accept	2600
ability	2601
80	2602
4yearold	2603
21	2604
zuckerberg	2605
zone	2606
zika	2607
youtube	2608
written	2609
worry	2610
wisconsin	2611
winner	2612
wildlife	2613
whose	2614
weak	2615
walker	2616
voices	2617
unemployed	2618
understand	2619
treats	2620
tracks	2621
todays	2622
thrown	2623
threatening	2624
theyve	2625
terrorists	2626
term	2627
ten	2628
surgery	2629
stick	2630
stays	2631
stands	2632
soda	2633
sniper	2634
shrimp	2635
shots	2636
shitty	2637
sexy	2638
setting	2639
selling	2640
seattle	2641
scientist	2642
saturday	2643
ruin	2644
river	2645
reviews	2646
retired	2647
resistance	2648
rescued	2649
reporters	2650
regular	2651
rather	2652
raising	2653
pushes	2654
proposed	2655
production	2656
posts	2657
politician	2658
plot	2659
played	2660
pipeline	2661
passenger	2662
panicked	2663
organization	2664
oregon	2665
novel	2666
nights	2667
nervous	2668
neck	2669
nature	2670
mostly	2671
michigan	2672
meghan	2673
marvel	2674
lights	2675
lesbian	2676
lebron	2677
league	2678
lawn	2679
lawmaker	2680
laden	2681
knowledge	2682
kept	2683
ken	2684
jason	2685
japanese	2686
j	2687
inspiring	2688
injury	2689
imagine	2690
images	2691
illness	2692
hypocrisy	2693
holy	2694
hires	2695
highly	2696
heroes	2697
haunted	2698
greece	2699
golf	2700
ghost	2701
gear	2702
gala	2703
gaga	2704
frozen	2705
forgotten	2706
forgot	2707
forget	2708
footage	2709
foot	2710
foods	2711
fitness	2712
finger	2713
favor	2714
familys	2715
essay	2716
entertainment	2717
enter	2718
endorses	2719
embarrassed	2720
electric	2721
eggs	2722
effects	2723
effective	2724
effect	2725
editor	2726
dumb	2727
drives	2728
dreamers	2729
drama	2730
donors	2731
don	2732
disabled	2733
developing	2734
deputy	2735
delivery	2736
deeply	2737
december	2738
damn	2739
crashes	2740
cracks	2741
cooking	2742
contract	2743
conditions	2744
completes	2745
companys	2746
committed	2747
coast	2748
coach	2749
cleveland	2750
challenges	2751
central	2752
census	2753
ceiling	2754
catches	2755
carter	2756
capture	2757
captain	2758
capitol	2759
caitlyn	2760
buys	2761
brilliant	2762
bridge	2763
bride	2764
brad	2765
boost	2766
blows	2767
blow	2768
bit	2769
birds	2770
bike	2771
beating	2772
bears	2773
backlash	2774
australian	2775
april	2776
answers	2777
angeles	2778
andrew	2779
anchor	2780
allowing	2781
allies	2782
aide	2783
agenda	2784
afraid	2785
affleck	2786
advocates	2787
admit	2788
70	2789
45	2790
19	2791
worldwide	2792
wonder	2793
wilson	2794
william	2795
western	2796
wave	2797
watched	2798
voted	2799
virus	2800
valuable	2801
urge	2802
ugly	2803
turkish	2804
tuesday	2805
trail	2806
tragedy	2807
toys	2808
tower	2809
touch	2810
tools	2811
tip	2812
tiger	2813
tied	2814
tests	2815
testimony	2816
teeth	2817
tattoo	2818
targets	2819
tall	2820
taliban	2821
sue	2822
strange	2823
stole	2824
staying	2825
status	2826
soldiers	2827
situation	2828
sites	2829
shocking	2830
shed	2831
shame	2832
sen	2833
sell	2834
seem	2835
seaworld	2836
scouts	2837
scientific	2838
saw	2839
sam	2840
ruins	2841
ruined	2842
routine	2843
rough	2844
roommates	2845
rohingya	2846
rocks	2847
reunion	2848
remote	2849
regret	2850
refusing	2851
rap	2852
raised	2853
pushed	2854
provide	2855
progress	2856
podcast	2857
platform	2858
pissed	2859
perform	2860
passed	2861
parks	2862
parkland	2863
palin	2864
page	2865
orleans	2866
oreilly	2867
orange	2868
opportunity	2869
oh	2870
obviously	2871
nurse	2872
nsfw	2873
newest	2874
net	2875
nato	2876
nails	2877
multiple	2878
moral	2879
mood	2880
montana	2881
miranda	2882
minor	2883
miller	2884
midnight	2885
middleaged	2886
microsoft	2887
memo	2888
medicine	2889
meals	2890
makeover	2891
lying	2892
lottery	2893
lord	2894
locked	2895
letters	2896
lesson	2897
lawrence	2898
lastminute	2899
language	2900
lane	2901
knowing	2902
khloe	2903
kennedy	2904
kendrick	2905
july	2906
jong	2907
joan	2908
jerry	2909
japan	2910
january	2911
jake	2912
jailed	2913
italian	2914
innocent	2915
inner	2916
increases	2917
impressed	2918
hunt	2919
houston	2920
hook	2921
hilariously	2922
highlights	2923
hidden	2924
heat	2925
hannity	2926
hamilton	2927
grief	2928
grandparents	2929
giuliani	2930
gilmore	2931
generations	2932
gates	2933
garbage	2934
fruit	2935
freshman	2936
francisco	2937
firing	2938
felt	2939
fate	2940
experiment	2941
exciting	2942
events	2943
entirely	2944
emerges	2945
eats	2946
easier	2947
duty	2948
dunham	2949
drinks	2950
drawer	2951
discrimination	2952
difficult	2953
determined	2954
determine	2955
detective	2956
demographic	2957
debates	2958
deals	2959
daddy	2960
cyrus	2961
crackdown	2962
couch	2963
constantly	2964
considered	2965
condemns	2966
commercials	2967
choose	2968
chinas	2969
chemical	2970
chef	2971
cheer	2972
charles	2973
chain	2974
cell	2975
celebrating	2976
casually	2977
cashier	2978
carrying	2979
calm	2980
brutal	2981
bringing	2982
brian	2983
bomber	2984
blocks	2985
blind	2986
billions	2987
beyoncé	2988
beef	2989
bacon	2990
backyard	2991
backs	2992
bachelor	2993
awareness	2994
autism	2995
australia	2996
attendees	2997
astronomers	2998
assistant	2999
arm	3000
arctic	3001
anonymous	3002
anne	3003
angel	3004
airline	3005
agrees	3006
agency	3007
accepts	3008
87	3009
yemen	3010
woods	3011
windows	3012
wind	3013
wildfire	3014
wasted	3015
warm	3016
walmart	3017
waitress	3018
videos	3019
updated	3020
undocumented	3021
tuesdays	3022
tshirt	3023
tourists	3024
tops	3025
thursdays	3026
throwing	3027
theme	3028
teaching	3029
surprises	3030
surgeon	3031
surge	3032
stormy	3033
stolen	3034
spill	3035
somewhere	3036
solo	3037
smoking	3038
smiling	3039
slow	3040
slide	3041
sky	3042
skip	3043
shuts	3044
shooters	3045
selfie	3046
seasons	3047
screaming	3048
score	3049
sadly	3050
round	3051
roof	3052
robot	3053
rises	3054
ridiculous	3055
revival	3056
revealed	3057
restore	3058
restaurants	3059
resolutions	3060
reported	3061
repeat	3062
regrets	3063
registry	3064
rating	3065
raid	3066
prosecutor	3067
proposal	3068
promised	3069
prom	3070
professional	3071
privacy	3072
prisoners	3073
pressure	3074
presents	3075
present	3076
prepare	3077
praises	3078
polling	3079
pm	3080
pitt	3081
pitch	3082
pit	3083
pills	3084
pile	3085
pieces	3086
phase	3087
personality	3088
panic	3089
palestinians	3090
ordered	3091
options	3092
option	3093
opposition	3094
openly	3095
oklahoma	3096
november	3097
nostalgic	3098
nightmare	3099
neutrality	3100
negative	3101
necessary	3102
native	3103
muhammad	3104
mirror	3105
minimum	3106
miley	3107
miami	3108
mentions	3109
meant	3110
master	3111
marks	3112
map	3113
makeup	3114
loving	3115
loose	3116
lived	3117
lindsey	3118
library	3119
leg	3120
laptop	3121
lands	3122
laid	3123
kristen	3124
kiss	3125
kentucky	3126
kasich	3127
josh	3128
jerusalem	3129
jay	3130
iranian	3131
involved	3132
investigating	3133
insists	3134
inmate	3135
initiative	3136
influence	3137
independent	3138
impossible	3139
ignore	3140
honoring	3141
honest	3142
hometown	3143
hiring	3144
heroic	3145
hearts	3146
grill	3147
graphic	3148
graduation	3149
gorsuch	3150
gore	3151
goddamn	3152
galaxy	3153
funds	3154
fundraising	3155
friendship	3156
frank	3157
floods	3158
fill	3159
fights	3160
feminism	3161
farmers	3162
facing	3163
exploring	3164
exit	3165
executives	3166
evolution	3167
european	3168
estate	3169
endorsement	3170
emma	3171
ed	3172
e	3173
draws	3174
drawing	3175
dollar	3176
disturbing	3177
disabilities	3178
directors	3179
develop	3180
desperately	3181
depressing	3182
depot	3183
delays	3184
cyber	3185
curry	3186
cry	3187
county	3188
costumes	3189
convinced	3190
contains	3191
construction	3192
consider	3193
confused	3194
closet	3195
classified	3196
chocolate	3197
charlie	3198
charleston	3199
ceos	3200
canceled	3201
cancel	3202
canadian	3203
californias	3204
button	3205
briefly	3206
bottom	3207
billy	3208
bills	3209
billionaire	3210
bieber	3211
basic	3212
bars	3213
audio	3214
atlanta	3215
aside	3216
archaeologists	3217
appeal	3218
antiabortion	3219
anthony	3220
annoying	3221
alternative	3222
alqaeda	3223
allowed	3224
allen	3225
alex	3226
agreement	3227
affordable	3228
affected	3229
adele	3230
added	3231
accusations	3232
accepting	3233
abusive	3234
abused	3235
98	3236
35	3237
27	3238
22	3239
12yearold	3240
wore	3241
wonders	3242
wings	3243
whites	3244
wheelchair	3245
wet	3246
welfare	3247
wealthy	3248
volunteer	3249
village	3250
values	3251
unknown	3252
uncomfortable	3253
twice	3254
turnout	3255
troubling	3256
trends	3257
treasury	3258
tragic	3259
traditional	3260
touts	3261
tourist	3262
toddlers	3263
timberlake	3264
theyll	3265
therapist	3266
thankful	3267
testing	3268
systems	3269
swimming	3270
swears	3271
suspected	3272
supporting	3273
suffering	3274
stunt	3275
stunned	3276
struggles	3277
string	3278
streep	3279
staffer	3280
square	3281
squad	3282
spouse	3283
spots	3284
spotlight	3285
spielberg	3286
specifically	3287
sparks	3288
spanish	3289
sometimes	3290
sole	3291
sold	3292
size	3293
sixth	3294
simpson	3295
siblings	3296
showing	3297
sheriff	3298
sharing	3299
shared	3300
shadow	3301
sexism	3302
settlement	3303
seniors	3304
selves	3305
seeking	3306
scary	3307
ron	3308
rolling	3309
robin	3310
rob	3311
risks	3312
riding	3313
rice	3314
retire	3315
responsibility	3316
removes	3317
removed	3318
remembering	3319
reboot	3320
rebel	3321
realized	3322
readers	3323
ray	3324
rain	3325
quiz	3326
pumpkin	3327
priest	3328
previous	3329
prep	3330
praise	3331
plate	3332
pink	3333
philip	3334
patrons	3335
panda	3336
overcome	3337
opioid	3338
oliver	3339
oceans	3340
obsession	3341
objects	3342
notice	3343
northern	3344
nominations	3345
newt	3346
nelson	3347
nancy	3348
n	3349
myths	3350
myth	3351
murdered	3352
mortgage	3353
mistaken	3354
mistake	3355
millennials	3356
meryl	3357
merger	3358
mention	3359
memories	3360
melt	3361
medicaid	3362
meaning	3363
math	3364
mate	3365
massacre	3366
maryland	3367
maps	3368
management	3369
luther	3370
louisiana	3371
lots	3372
limit	3373
levels	3374
laura	3375
kris	3376
koch	3377
kfc	3378
keys	3379
kellyanne	3380
kaepernick	3381
june	3382
judges	3383
journal	3384
johnny	3385
jill	3386
jet	3387
jenners	3388
jane	3389
irish	3390
irans	3391
involves	3392
investigate	3393
inspire	3394
informs	3395
indicted	3396
indiana	3397
income	3398
ignores	3399
husbands	3400
howard	3401
hopeful	3402
homeland	3403
hobby	3404
hire	3405
hiding	3406
hbo	3407
habit	3408
greek	3409
grandpa	3410
goals	3411
garage	3412
freaking	3413
folks	3414
flint	3415
flights	3416
flash	3417
flames	3418
feud	3419
fence	3420
feed	3421
february	3422
extreme	3423
expecting	3424
expectations	3425
exist	3426
exhibit	3427
evil	3428
everybody	3429
evening	3430
engaged	3431
encouraging	3432
embrace	3433
dvd	3434
dude	3435
draft	3436
dorm	3437
donates	3438
divorced	3439
discovers	3440
device	3441
destruction	3442
destroyed	3443
designed	3444
deserves	3445
dave	3446
dan	3447
curb	3448
criticized	3449
creators	3450
crawling	3451
craig	3452
corporations	3453
conversations	3454
confident	3455
concern	3456
complex	3457
compared	3458
comment	3459
commencement	3460
collapses	3461
closing	3462
clerk	3463
civilians	3464
circle	3465
christopher	3466
chase	3467
cbs	3468
caused	3469
carry	3470
carly	3471
carbon	3472
candy	3473
canada	3474
cameron	3475
cambridge	3476
cable	3477
bushs	3478
bull	3479
brooklyn	3480
britain	3481
brexit	3482
brazil	3483
boyfriends	3484
bond	3485
bitch	3486
billboard	3487
bias	3488
benghazi	3489
beloved	3490
bedroom	3491
baldwin	3492
bags	3493
bacteria	3494
background	3495
awkwardly	3496
awful	3497
austin	3498
attraction	3499
attacking	3500
arrives	3501
arrests	3502
approach	3503
appeals	3504
antitrump	3505
ann	3506
aliens	3507
alan	3508
acquires	3509
90s	3510
32	3511
300	3512
2yearold	3513
21st	3514
2012	3515
–	3516
yorkers	3517
wrote	3518
woody	3519
wisdom	3520
wildly	3521
whispers	3522
whale	3523
weighs	3524
weekly	3525
wednesdays	3526
weapon	3527
wakes	3528
visible	3529
virgin	3530
unveil	3531
uncle	3532
unarmed	3533
twist	3534
twins	3535
troubled	3536
trips	3537
tradition	3538
towards	3539
tomorrow	3540
ticket	3541
thompson	3542
tension	3543
tearful	3544
teams	3545
talent	3546
sxsw	3547
sustainable	3548
suspicious	3549
surveillance	3550
surface	3551
supposed	3552
supporter	3553
sums	3554
sugar	3555
sudden	3556
stores	3557
stopped	3558
stomach	3559
stealing	3560
steal	3561
staring	3562
standup	3563
standards	3564
stamps	3565
stadium	3566
springsteen	3567
spin	3568
spills	3569
souls	3570
solutions	3571
smartphone	3572
smaller	3573
slain	3574
services	3575
serena	3576
sequel	3577
separate	3578
sells	3579
selena	3580
scenes	3581
scared	3582
sauce	3583
sat	3584
sandy	3585
sandwiches	3586
salesman	3587
salad	3588
sachs	3589
russians	3590
russell	3591
roller	3592
rocky	3593
roberts	3594
ritual	3595
rings	3596
revenge	3597
restrictions	3598
resort	3599
resolution	3600
requires	3601
request	3602
reporting	3603
replacement	3604
remake	3605
rejects	3606
regularly	3607
referred	3608
reelection	3609
recovery	3610
recently	3611
recap	3612
reagan	3613
random	3614
rainbow	3615
rage	3616
radical	3617
races	3618
quotes	3619
qatar	3620
pushing	3621
pure	3622
proudly	3623
protester	3624
products	3625
producers	3626
priebus	3627
prices	3628
prefer	3629
prayer	3630
powers	3631
possibly	3632
poses	3633
populace	3634
pleads	3635
placed	3636
pilot	3637
physical	3638
phrase	3639
pets	3640
peters	3641
pen	3642
peers	3643
panel	3644
pair	3645
owns	3646
operator	3647
opened	3648
obsessed	3649
oath	3650
nypd	3651
nonsense	3652
nevada	3653
nationwide	3654
mourns	3655
mountain	3656
morris	3657
mondays	3658
missouri	3659
mine	3660
millennial	3661
menu	3662
melissa	3663
measles	3664
mcdonald	3665
mask	3666
mario	3667
mariah	3668
mainstream	3669
madness	3670
lyrics	3671
longterm	3672
location	3673
listing	3674
lisa	3675
lion	3676
linmanuel	3677
libya	3678
liberals	3679
liberal	3680
lazy	3681
lasting	3682
larger	3683
ladies	3684
kicks	3685
katy	3686
kardashians	3687
jongun	3688
islam	3689
irma	3690
intern	3691
interesting	3692
injuries	3693
infrastructure	3694
incredibly	3695
impressive	3696
ignoring	3697
icon	3698
hug	3699
huffington	3700
housing	3701
hotels	3702
horses	3703
horrific	3704
holocaust	3705
hey	3706
heritage	3707
helicopter	3708
heavy	3709
healing	3710
havent	3711
hat	3712
hashtag	3713
harrowing	3714
hanks	3715
halfway	3716
guitar	3717
grown	3718
grotesque	3719
groping	3720
grieving	3721
greater	3722
gray	3723
gratitude	3724
grant	3725
grandson	3726
grandfather	3727
graduate	3728
grab	3729
goldman	3730
goal	3731
gina	3732
germany	3733
gently	3734
genocide	3735
genetic	3736
gary	3737
gains	3738
furious	3739
franken	3740
frances	3741
founder	3742
fortune	3743
flynn	3744
flags	3745
firstever	3746
firm	3747
firefighter	3748
fiorina	3749
files	3750
file	3751
fiction	3752
fellow	3753
feds	3754
fed	3755
exposes	3756
explosion	3757
experiences	3758
excuse	3759
except	3760
ex	3761
essential	3762
espn	3763
entering	3764
endorse	3765
encourages	3766
empower	3767
empire	3768
emerge	3769
efforts	3770
editors	3771
eddie	3772
eaten	3773
donation	3774
donated	3775
doj	3776
document	3777
ditch	3778
disgusted	3779
development	3780
detained	3781
deportation	3782
dems	3783
decided	3784
debut	3785
dean	3786
daring	3787
danny	3788
daniel	3789
custody	3790
cups	3791
countrys	3792
corner	3793
corn	3794
cookie	3795
constant	3796
condition	3797
concerns	3798
complicated	3799
compares	3800
commission	3801
comics	3802
comic	3803
collapse	3804
cohen	3805
chick	3806
charlotte	3807
chaos	3808
chancellor	3809
chamber	3810
ceasefire	3811
cdc	3812
casual	3813
cancels	3814
camps	3815
campaigns	3816
butter	3817
bully	3818
bullet	3819
built	3820
builds	3821
bright	3822
briefing	3823
breathing	3824
breakup	3825
bread	3826
bought	3827
blake	3828
blacks	3829
bite	3830
bidens	3831
beyonce	3832
beings	3833
bastard	3834
barrier	3835
banana	3836
august	3837
asleep	3838
ariana	3839
apps	3840
apologize	3841
anywhere	3842
antimuslim	3843
antilgbt	3844
antigay	3845
alien	3846
aleppo	3847
aisle	3848
aids	3849
agriculture	3850
addresses	3851
activity	3852
accepted	3853
acceptance	3854
above	3855
aaron	3856
89	3857
6yearold	3858
50000	3859
500	3860
2020	3861
2000	3862
100000	3863
yorker	3864
yelp	3865
writes	3866
wonderful	3867
wise	3868
wildfires	3869
wifes	3870
watches	3871
warner	3872
wakeup	3873
waits	3874
vulnerable	3875
vp	3876
vladimir	3877
vietnam	3878
verizon	3879
utah	3880
urged	3881
unpopular	3882
unity	3883
unique	3884
unions	3885
uninsured	3886
underwear	3887
unclear	3888
turtle	3889
trillion	3890
tricks	3891
treated	3892
transforms	3893
transform	3894
tina	3895
tie	3896
tickets	3897
threw	3898
tensions	3899
tennis	3900
teases	3901
teaser	3902
taps	3903
sweater	3904
sweat	3905
survival	3906
supremacy	3907
supports	3908
superhero	3909
sunglasses	3910
suffer	3911
sued	3912
suck	3913
stuns	3914
studies	3915
sterling	3916
steak	3917
statements	3918
stamp	3919
spy	3920
spread	3921
spray	3922
spiritual	3923
spirits	3924
speakers	3925
southern	3926
soap	3927
sneaks	3928
snake	3929
smile	3930
smell	3931
slept	3932
sketch	3933
skeleton	3934
sits	3935
sitcom	3936
sisters	3937
simpsons	3938
simply	3939
silicon	3940
silent	3941
signature	3942
showed	3943
shoe	3944
shirtless	3945
shifts	3946
shelves	3947
shelf	3948
shades	3949
seven	3950
seats	3951
scout	3952
scholarship	3953
sanctuary	3954
safer	3955
rushes	3956
rural	3957
runway	3958
ruining	3959
ross	3960
roots	3961
rivers	3962
rihanna	3963
revealing	3964
resident	3965
republic	3966
rent	3967
remark	3968
relations	3969
rehab	3970
regulations	3971
reforms	3972
recipients	3973
recall	3974
reader	3975
react	3976
rats	3977
ratings	3978
rat	3979
rapper	3980
rae	3981
quits	3982
queens	3983
purchasing	3984
pulitzer	3985
publicist	3986
protesting	3987
productive	3988
produce	3989
procedure	3990
pretend	3991
preserve	3992
predator	3993
pr	3994
posting	3995
pollution	3996
podium	3997
pocket	3998
pleased	3999
pistorius	4000
pill	4001
picked	4002
permission	4003
performing	4004
pens	4005
pences	4006
penalty	4007
paula	4008
patrick	4009
pastor	4010
parts	4011
paradise	4012
panther	4013
paint	4014
pacific	4015
p	4016
oval	4017
outrage	4018
outfits	4019
opinions	4020
oldest	4021
offered	4022
obituary	4023
obesity	4024
obese	4025
nonprofit	4026
nominees	4027
nate	4028
nasty	4029
narrowly	4030
nail	4031
naacp	4032
myself	4033
musk	4034
musicians	4035
murphy	4036
mtv	4037
mouse	4038
motherhood	4039
monitor	4040
models	4041
mlb	4042
mix	4043
mit	4044
minds	4045
milo	4046
metoo	4047
merkel	4048
mens	4049
megyn	4050
measure	4051
matthew	4052
massachusetts	4053
martial	4054
markle	4055
maralago	4056
mail	4057
lynch	4058
lung	4059
lovers	4060
lover	4061
loans	4062
loan	4063
lincoln	4064
leaked	4065
leak	4066
lays	4067
laser	4068
kourtney	4069
koreas	4070
kong	4071
knife	4072
kit	4073
kings	4074
killings	4075
ketchup	4076
kenya	4077
karaoke	4078
justices	4079
jumps	4080
jump	4081
jrs	4082
jefferson	4083
jedi	4084
jazz	4085
islamophobia	4086
iron	4087
invited	4088
interests	4089
instructor	4090
instant	4091
innovation	4092
infant	4093
increased	4094
includes	4095
include	4096
inches	4097
illusion	4098
hugh	4099
hong	4100
hired	4101
heartwarming	4102
happening	4103
hanging	4104
hamas	4105
hairstyle	4106
gum	4107
guess	4108
grande	4109
gomez	4110
giants	4111
gentrification	4112
gene	4113
gays	4114
gang	4115
flooding	4116
flood	4117
finished	4118
filming	4119
fills	4120
filibuster	4121
feared	4122
fault	4123
fatal	4124
faster	4125
fact	4126
faa	4127
explaining	4128
explained	4129
expand	4130
everyday	4131
erupts	4132
equally	4133
encounter	4134
emmys	4135
emmy	4136
embracing	4137
elon	4138
elevator	4139
electoral	4140
el	4141
egypt	4142
edwards	4143
easily	4144
ease	4145
dustin	4146
drunken	4147
dropping	4148
drilling	4149
dresses	4150
drake	4151
doubt	4152
doritos	4153
dolphins	4154
dolphin	4155
dole	4156
district	4157
displays	4158
display	4159
discovery	4160
disclose	4161
directions	4162
diagnosis	4163
develops	4164
destroys	4165
designers	4166
dennys	4167
delta	4168
delay	4169
definition	4170
definitely	4171
deficit	4172
deemed	4173
decline	4174
decisions	4175
deceased	4176
decade	4177
dates	4178
damon	4179
daca	4180
cutting	4181
cure	4182
cruel	4183
critical	4184
criminals	4185
courts	4186
courage	4187
count	4188
corporation	4189
conway	4190
container	4191
considers	4192
consecutive	4193
confusing	4194
concrete	4195
concept	4196
compete	4197
comfort	4198
combat	4199
coat	4200
clue	4201
clown	4202
clooney	4203
clever	4204
ck	4205
citizenship	4206
cites	4207
cigarettes	4208
choices	4209
chipotle	4210
chelsea	4211
cheering	4212
cheaper	4213
charter	4214
channels	4215
certain	4216
castro	4217
castle	4218
cartoon	4219
caring	4220
carey	4221
carefully	4222
cannon	4223
butt	4224
businessman	4225
burned	4226
bureau	4227
bullying	4228
bubble	4229
breathe	4230
breakthrough	4231
brady	4232
braces	4233
bother	4234
boomers	4235
bobby	4236
blues	4237
blown	4238
blog	4239
blocking	4240
blaming	4241
bites	4242
bet	4243
bernardino	4244
bees	4245
beats	4246
batman	4247
bath	4248
barbecue	4249
ballot	4250
balloon	4251
balance	4252
bachelorette	4253
aziz	4254
attendant	4255
assure	4256
association	4257
arkansas	4258
arianna	4259
areas	4260
approve	4261
apply	4262
antilgbtq	4263
ansari	4264
annually	4265
annoyed	4266
aniston	4267
angela	4268
alton	4269
ali	4270
alcohol	4271
alaska	4272
airplane	4273
ages	4274
aftermath	4275
affect	4276
advertising	4277
adults	4278
adding	4279
accuses	4280
accounts	4281
absence	4282
abroad	4283
abc	4284
5000	4285
38	4286
2008	4287
20000	4288
zimmerman	4289
youd	4290
yelling	4291
xbox	4292
x	4293
wounded	4294
worn	4295
widow	4296
wheels	4297
whatsoever	4298
whales	4299
wells	4300
wednesday	4301
weddings	4302
wash	4303
vow	4304
virtual	4305
viewer	4306
vehicle	4307
vaccine	4308
vacationing	4309
utter	4310
usher	4311
urine	4312
upside	4313
uniform	4314
unicorn	4315
unhealthy	4316
types	4317
triple	4318
trees	4319
treating	4320
traveler	4321
tragically	4322
trading	4323
towns	4324
touched	4325
throat	4326
thin	4327
theaters	4328
temporarily	4329
teenagers	4330
tearfully	4331
targeting	4332
taped	4333
tap	4334
swing	4335
swimsuit	4336
swifts	4337
suspension	4338
surviving	4339
supremacist	4340
suffers	4341
subject	4342
styles	4343
struck	4344
strongly	4345
stressed	4346
stream	4347
strategies	4348
storms	4349
stirs	4350
stereotypes	4351
steam	4352
steals	4353
stations	4354
starving	4355
stampede	4356
spoilers	4357
spain	4358
soup	4359
sony	4360
snaps	4361
snack	4362
smooth	4363
slaying	4364
skull	4365
simon	4366
sikh	4367
signing	4368
shy	4369
sheer	4370
shaken	4371
sexuality	4372
sexiest	4373
session	4374
selfdriving	4375
scrambling	4376
scores	4377
scifi	4378
scare	4379
satisfying	4380
sanctions	4381
safely	4382
ryans	4383
rumsfeld	4384
rumors	4385
roast	4386
riot	4387
rio	4388
rhino	4389
reunites	4390
reunited	4391
returned	4392
retires	4393
resist	4394
resignation	4395
require	4396
requests	4397
repealed	4398
rented	4399
rejected	4400
reince	4401
reid	4402
region	4403
refrigerator	4404
reese	4405
recovering	4406
recipe	4407
recession	4408
realistic	4409
reads	4410
rapidly	4411
raped	4412
randomly	4413
rallies	4414
rabbit	4415
quest	4416
quarter	4417
punk	4418
proved	4419
protection	4420
promote	4421
profits	4422
producer	4423
prisoner	4424
princeton	4425
preview	4426
presentation	4427
presence	4428
postelection	4429
popes	4430
polar	4431
poet	4432
plus	4433
plunge	4434
planner	4435
pipe	4436
pig	4437
pic	4438
physically	4439
phones	4440
philly	4441
philippine	4442
petition	4443
pete	4444
performs	4445
pep	4446
pelosi	4447
pbs	4448
payment	4449
patricks	4450
passage	4451
parliament	4452
pardon	4453
pan	4454
pakistani	4455
paintings	4456
pages	4457
packed	4458
pace	4459
oxford	4460
organic	4461
oppose	4462
opponents	4463
opponent	4464
offended	4465
object	4466
ny	4467
nuts	4468
nukes	4469
nsa	4470
npr	4471
notes	4472
nose	4473
nickname	4474
netflixs	4475
nervously	4476
nassar	4477
myanmar	4478
mug	4479
mount	4480
motorcycle	4481
mosque	4482
moron	4483
morgan	4484
monument	4485
moderator	4486
mocked	4487
mock	4488
mixed	4489
mistakenly	4490
misleading	4491
mindfulness	4492
militants	4493
migrant	4494
method	4495
metal	4496
masturbating	4497
mary	4498
manning	4499
mandatory	4500
managing	4501
mama	4502
maine	4503
madonna	4504
machines	4505
loyalty	4506
loyal	4507
lovely	4508
looms	4509
lobster	4510
lip	4511
lifestyle	4512
liar	4513
leslie	4514
leonardo	4515
legalization	4516
landmark	4517
lame	4518
lacks	4519
lab	4520
knee	4521
kittens	4522
kitten	4523
joint	4524
jews	4525
jenna	4526
jealous	4527
jayz	4528
jacket	4529
ivory	4530
issa	4531
invitation	4532
invasion	4533
introduce	4534
intimate	4535
interviews	4536
intact	4537
inspiration	4538
innovative	4539
info	4540
individual	4541
increasing	4542
improved	4543
implants	4544
impeachment	4545
ignored	4546
hut	4547
hurting	4548
hunter	4549
hung	4550
humor	4551
hudson	4552
household	4553
hottest	4554
hostage	4555
holmes	4556
hiphop	4557
hint	4558
highspeed	4559
highschool	4560
highlight	4561
highest	4562
hemsworth	4563
heartfelt	4564
headline	4565
headed	4566
hatred	4567
harris	4568
happiest	4569
hang	4570
ham	4571
halt	4572
haircut	4573
hacks	4574
gwyneth	4575
grants	4576
grandmas	4577
graffiti	4578
